0 24 225 69 190 95 97 49 163 52 5 44 245 17 38 24 88 83 25 57 44 8 6 22 217 65 22 31 48 91 191 1 111 81 120 3 26 68 103 40 119 35 216 25 22 89 65 7 65 71 100
1 24 260 74 28 90 143 47 22 40 37 62 41 100 143 54 20 29 106 9 50 65 43 17 41 66 55 55 222 72 25 24 95 97 37 43 58 88 232 20 230 83 162 41 86 22 43 21 209 85 87
2 24 214 50 243 54 224 16 231 97 161 85 93 47 33 87 106 20 120 75 100 4 138 92 241 22 113 86 214 33 94 48 21 43 200 14 49 23 79 31 69 41 15 63 139 1 245 18 123 21 117
3 24 252 26 109 61 19 30 23 54 196 58 247 93 228 92 194 43 92 68 172 22 138 64 236 3 134 53 247 51 25 69 120 52 29 32 70 59 154 73 206 13 72 91 13 94 33 4 213 56 75
4 24 257 51 170 12 102 74 147 54 122 99 130 90 120 84 219 1 205 29 7 28 184 69 101 83 11 13 128 96 68 41 53 44 191 22 7 95 153 50 116 53 129 58 23 64 126 75 219 4 131
5 24 262 98 37 52 98 21 64 62 149 9 231 89 12 24 31 85 230 74 182 84 173 99 136 4 56 10 19 31 135 37 136 67 86 72 68 35 45 32 96 93 192 76 33 55 151 15 140 88 173
6 24 237 67 113 21 55 66 127 64 136 59 50 25 45 10 68 36 95 12 217 92 156 11 220 88 65 22 102 56 204 42 228 20 154 99 74 27 240 85 39 80 229 7 42 97 143 38 10 61 29
7 24 218 16 221 55 36 22 57 91 127 50 171 46 103 71 72 25 97 13 232 33 53 64 112 60 5 10 2 42 121 62 122 36 183 74 241 20 145 99 12 21 98 82 18 52 2 41 128 5 109
8 24 225 33 8 74 46 17 178 7 220 71 27 31 245 63 215 18 155 86 64 3 148 84 2 29 203 5 81 46 32 80 200 42 214 59 166 9 175 93 165 44 216 27 210 56 243 60 129 92 62
9 24 198 26 127 15 206 31 69 38 176 50 20 78 91 33 36 6 242 63 201 8 58 18 199 84 79 4 79 57 63 7 250 76 84 90 39 56 208 27 84 96 163 28 50 21 112 59 29 20 176
10 24 219 77 5 4 133 83 62 95 39 11 23 24 38 12 13 96 222 39 131 80 134 43 129 13 92 36 184 56 144 14 225 22 142 81 27 74 164 89 71 51 93 28 39 6 40 34 77 30 114
11 24 237 57 65 58 187 79 201 74 114 6 168 77 82 41 69 65 217 44 178 64 83 8 208 62 48 53 31 92 182 46 198 48 105 35 177 5 158 90 163 27 69 19 239 10 186 32 139 96 74
12 24 253 51 5 85 148 68 138 30 60 71 127 59 121 81 243 97 138 53 188 52 31 8 247 50 96 7 185 28 97 75 170 79 79 55 228 99 194 58 216 34 18 36 217 13 234 4 115 74 5
13 24 240 47 131 3 246 77 61 32 106 8 12 30 179 42 110 35 69 58 178 26 17 96 62 31 28 67 233 63 190 39 109 72 191 57 250 54 238 55 11 99 136 41 192 76 11 5 203 88 222
14 24 232 51 108 31 128 4 149 12 116 40 50 26 111 43 32 63 196 70 67 8 120 5 98 52 225 74 106 28 111 79 227 36 209 91 39 9 5 56 148 82 111 98 113 73 45 84 241 45 154
15 24 245 19 196 78 42 4 157 52 82 36 215 70 46 58 8 5 12 16 4 67 49 14 17 63 186 13 247 79 117 54 73 72 172 71 101 74 110 66 207 97 33 76 242 90 36 48 51 3 102
16 24 210 19 51 17 85 65 105 48 13 33 216 16 205 39 237 77 39 1 52 67 9 96 49 36 188 40 173 87 92 38 160 79 157 45 94 61 94 6 143 11 172 47 99 60 126 37 184 29 73
17 24 193 73 120 47 110 11 226 49 120 54 105 16 247 15 59 3 109 69 126 58 67 35 183 8 47 9 146 77 146 31 7 70 6 76 18 67 86 43 17 6 147 22 171 93 88 32 97 4 219
18 24 218 9 186 76 107 96 123 36 41 55 42 62 12 20 230 28 105 72 245 68 218 35 113 66 209 53 167 33 208 37 93 43 214 99 141 34 33 78 245 4 147 26 82 1 47 15 17 45 199
19 24 227 81 199 66 41 4 84 23 111 71 17 6 136 96 74 51 28 16 178 74 19 24 199 2 75 48 129 91 216 75 241 26 56 38 79 41 13 39 163 79 44 49 244 22 45 21 37 94 157
20 24 257 98 195 61 74 44 191 64 109 66 4 6 241 95 171 53 107 9 166 86 5 81 247 37 127 67 75 1 13 83 200 43 23 52 86 62 151 91 169 93 51 13 163 3 120 23 70 57 127
21 24 261 85 189 74 71 16 242 97 118 4 80 17 164 39 115 59 226 76 61 66 194 53 18 7 67 22 178 90 242 34 168 93 49 89 237 45 108 40 124 24 6 98 114 70 8 41 248 69 158
22 24 266 43 223 25 101 40 97 78 81 38 163 48 65 37 243 13 227 29 158 85 70 33 110 75 82 74 47 90 16 94 10 24 86 82 98 89 123 46 66 53 235 81 53 17 45 64 43 73 229
23 24 251 44 156 89 121 39 164 67 178 79 210 2 147 71 52 35 143 47 103 48 82 85 250 33 101 96 245 20 19 74 213 26 164 64 77 99 144 5 60 32 209 9 54 60 95 49 208 83 245
24 24 227 23 183 90 119 80 159 39 105 64 18 8 127 96 8 22 52 68 156 10 228 59 121 7 79 21 104 69 203 92 238 89 62 49 50 25 174 15 194 31 143 88 15 40 7 20 52 34 230
25 24 250 22 158 89 250 28 192 69 82 94 162 71 184 73 39 83 124 63 206 38 158 36 32 96 225 88 232 67 139 15 149 10 122 37 162 1 30 30 185 23 143 5 207 65 246 91 90 58 46
26 24 249 29 118 83 10 13 9 58 102 90 224 40 205 24 152 78 210 63 179 44 113 64 186 69 70 52 64 10 241 74 57 71 141 91 80 3 100 37 155 89 63 46 145 36 147 23 98 61 103
27 24 253 89 104 17 52 39 237 24 42 1 133 84 74 90 204 64 132 86 118 31 224 72 138 22 66 26 118 73 179 94 61 62 214 75 99 87 66 99 172 52 74 13 5 44 242 8 75 16 232
28 24 279 98 103 5 163 78 172 55 250 52 198 62 86 10 228 60 16 77 10 87 78 33 149 85 221 43 176 30 169 93 13 66 96 17 30 23 91 84 75 92 232 38 229 67 190 83 69 61 119
29 24 228 96 95 68 182 67 112 10 96 30 202 9 147 47 175 76 122 65 210 46 159 43 135 87 37 2 179 38 86 50 204 94 146 23 176 12 184 35 9 36 117 11 235 44 137 56 158 98 153
30 24 275 68 240 39 55 26 42 85 65 27 81 16 81 76 11 53 203 72 189 87 182 75 49 64 111 92 202 51 149 20 119 90 108 25 15 50 109 81 128 91 46 58 216 56 213 19 229 57 160
31 24 275 55 233 60 70 43 1 71 160 54 21 81 172 10 191 48 126 92 8 56 69 98 203 77 115 58 91 85 88 93 94 47 76 59 167 62 39 32 65 12 13 38 171 37 149 46 244 64 41
32 24 246 59 192 7 118 82 142 56 124 37 157 21 14 65 239 34 178 79 168 44 40 33 63 36 19 63 81 12 118 96 52 76 188 11 244 69 154 51 93 90 207 15 3 73 5 39 51 85 56
33 24 265 46 25 89 29 24 47 51 206 59 118 62 96 38 122 91 209 25 241 53 116 49 169 19 171 73 7 23 157 64 69 83 102 47 73 75 245 82 53 93 132 17 138 22 90 78 80 65 68
34 24 225 32 82 18 150 38 174 8 63 82 221 81 67 22 79 39 48 23 212 29 126 4 213 94 141 34 183 20 163 49 137 96 231 54 247 30 93 70 238 55 101 87 19 65 158 88 119 10 15
35 24 272 24 222 58 216 7 142 85 171 91 171 66 21 26 162 50 70 83 39 75 135 99 213 4 230 78 61 60 67 81 19 90 40 69 248 31 3 18 221 25 83 93 2 96 43 21 28 33 147
36 24 251 15 31 60 168 10 139 78 20 5 110 90 35 13 130 26 81 79 106 85 147 29 61 31 21 62 177 34 56 48 131 70 230 92 89 40 230 68 111 84 27 50 70 89 231 45 71 52 107
37 24 210 56 232 17 38 5 228 64 19 12 122 18 194 93 50 87 132 39 116 51 1 1 178 20 168 33 66 41 144 19 197 99 101 66 36 55 193 52 75 6 75 95 51 67 194 50 84 4 103
38 24 248 86 156 80 37 27 49 69 42 39 12 13 188 62 113 53 250 47 203 45 55 91 207 36 246 71 1 99 6 7 180 93 133 19 127 58 238 73 208 17 114 60 71 14 195 16 212 66 66
39 24 213 10 123 24 41 65 59 70 30 35 190 6 225 97 245 29 60 34 101 18 226 69 233 45 128 53 160 75 118 21 190 86 232 64 109 72 79 17 141 3 81 15 179 61 7 39 146 59 58
