0 24 656 81 68 77 193 75 241 4 230 85 115 88 175 30 29 15 6 27 18 52 143 8 182 48 208 100 92 57 235 71 118 65 240 44 209 34 214 94 20 78 134 7 14 61 64 93 78 18 135
1 24 598 37 101 51 186 10 103 29 218 39 199 85 205 28 163 5 214 26 50 35 203 83 29 61 49 41 176 70 95 77 156 46 130 93 105 34 174 25 22 72 9 78 162 89 240 18 52 65 68
2 24 561 36 169 2 16 31 150 56 206 42 75 3 171 82 98 27 54 87 50 78 108 23 89 35 37 26 54 80 140 21 215 60 223 83 190 24 38 97 118 15 149 40 148 98 41 52 127 25 231
3 24 724 36 50 71 122 97 147 89 176 88 112 43 149 84 75 59 214 76 30 35 165 28 182 7 155 85 182 68 222 81 188 93 66 87 91 56 164 30 167 80 102 67 11 46 205 38 75 5 104
4 24 625 72 211 9 109 48 190 78 69 22 17 64 87 53 206 44 67 88 161 67 114 54 236 74 99 40 12 23 80 16 129 51 228 87 111 25 178 38 144 49 105 59 137 80 175 92 249 18 6
5 24 572 2 53 81 2 94 242 74 173 59 52 75 237 90 36 13 217 25 158 17 181 66 153 82 135 64 184 76 64 1 133 65 155 16 248 7 142 72 216 45 197 54 187 3 58 39 141 24 28
6 24 617 72 160 43 56 88 9 8 170 75 165 33 91 14 240 84 36 57 230 32 110 66 65 21 122 92 212 67 91 27 36 44 81 83 18 47 218 60 110 59 145 45 115 28 224 40 144 50 62
7 24 494 66 52 3 79 44 220 20 109 48 57 82 111 62 45 69 60 14 179 19 172 23 166 86 49 43 111 41 37 11 2 4 62 55 232 7 76 15 23 59 146 35 10 9 131 79 168 95 9
8 24 613 39 166 33 104 4 232 48 164 74 134 25 139 37 131 73 93 6 77 58 80 86 205 66 247 47 77 85 41 35 123 20 78 61 203 76 25 26 161 98 250 50 137 81 124 29 188 70 187
9 24 527 43 35 84 158 81 112 44 223 47 169 31 168 46 141 70 23 67 95 34 67 96 85 3 178 8 181 66 9 17 235 11 19 2 92 13 174 40 183 4 57 29 197 78 53 72 236 68 172
