0 24 650 37 160 73 427 45 329 84 271 64 443 98 388 56 345 47 204 10 583 78 216 81 356 32 194 46 153 9 189 85 181 67 129 3 151 25 45 87 174 94 518 82 497 28 364 26 295 44 33
1 24 689 26 90 66 242 87 218 95 158 50 227 76 530 88 478 32 12 22 118 37 458 64 207 39 412 34 355 90 580 57 91 98 378 56 164 72 65 65 299 41 495 38 218 49 492 96 237 1 111
2 24 648 43 339 74 128 45 363 7 95 37 564 85 175 13 314 83 328 86 499 93 436 39 539 73 209 16 73 52 563 61 552 4 42 47 31 87 461 90 333 97 205 69 24 17 583 58 97 20 356
3 24 593 89 555 47 79 79 307 94 503 58 409 63 109 33 218 2 579 1 388 92 490 72 40 41 415 62 123 42 380 98 548 26 176 78 432 22 32 30 346 14 564 45 316 36 205 13 375 50 253
4 24 689 90 263 27 213 73 120 92 70 67 469 98 196 52 371 25 592 65 40 94 509 55 335 44 559 99 371 60 452 12 374 30 276 46 450 68 416 36 165 64 188 35 442 31 486 66 323 50 557
5 24 507 68 159 11 254 54 21 52 276 80 55 87 154 85 263 51 234 82 66 1 169 30 116 8 516 10 439 27 513 3 184 13 494 18 515 36 494 46 343 32 551 94 202 12 527 19 12 96 249
6 24 673 80 203 16 189 41 317 15 553 71 598 84 183 44 468 100 158 56 293 55 498 25 506 76 170 59 487 97 477 50 544 77 129 46 393 69 539 61 484 43 331 33 379 13 228 98 64 37 505
7 24 544 57 92 2 33 49 529 54 559 15 402 35 65 45 64 93 243 56 14 33 68 27 398 5 62 61 303 25 597 7 233 40 361 17 540 89 571 98 456 72 85 20 469 48 464 63 355 77 395
8 24 537 22 125 21 219 10 26 80 570 56 318 38 389 50 157 49 191 27 347 46 251 83 317 71 330 33 84 9 127 5 285 99 475 94 576 6 115 55 61 45 201 42 346 58 542 36 236 40 581
9 24 654 38 222 97 108 51 229 92 386 89 70 90 73 69 516 19 244 21 333 34 517 47 434 58 592 43 552 28 179 91 260 68 213 9 276 63 537 49 325 57 506 67 552 78 452 2 311 48 497
10 24 653 78 592 39 329 19 369 37 283 86 564 98 174 82 146 50 470 87 399 44 517 30 222 20 483 84 488 83 180 17 474 71 345 15 321 27 98 59 142 95 484 24 192 34 545 75 574 52 356
11 24 672 47 72 38 582 11 472 14 327 45 284 71 488 74 237 61 353 86 271 94 380 54 569 23 39 66 153 22 140 78 26 95 176 97 484 57 407 56 70 85 452 5 307 92 279 43 404 31 29
12 24 482 74 276 60 579 45 483 18 510 35 91 49 264 16 295 39 564 78 595 22 285 17 6 37 521 12 580 51 7 83 333 56 9 94 434 5 428 3 514 14 294 77 161 8 315 62 598 10 150
13 24 618 67 89 1 73 71 433 59 78 41 405 63 445 84 466 10 198 11 423 74 423 82 389 99 471 50 297 92 79 4 553 28 470 95 263 13 505 40 105 61 2 45 219 42 481 86 315 19 455
14 24 634 2 389 56 50 32 134 53 184 14 75 76 441 21 238 77 329 58 438 31 159 82 301 75 182 6 189 37 225 96 238 65 451 40 597 44 532 50 70 8 42 90 145 95 567 74 4 86 511
15 24 513 41 44 51 177 20 246 67 384 49 206 80 185 1 64 34 271 71 75 60 467 21 178 92 576 33 47 7 579 83 347 22 586 24 41 31 442 99 556 15 599 19 400 69 341 27 481 10 299
16 24 562 75 495 97 167 15 503 45 398 2 166 83 277 58 365 18 382 48 516 89 562 14 107 35 199 40 167 5 290 76 455 16 470 52 383 85 206 79 34 7 197 68 235 54 284 31 267 33 233
17 24 704 58 467 31 149 85 236 38 360 90 54 30 393 88 466 51 218 9 414 70 544 68 453 95 254 36 314 29 380 98 261 89 216 92 89 79 278 59 520 83 340 13 270 57 63 7 371 53 128
18 24 603 66 20 33 361 26 168 54 299 23 66 39 38 57 327 37 235 56 147 7 439 87 571 60 443 85 347 2 507 52 281 73 171 13 85 96 532 10 1 82 332 67 220 21 575 98 157 62 54
19 24 559 3 468 44 541 38 103 84 222 2 537 28 353 17 100 75 582 23 513 45 223 95 176 41 466 48 16 64 204 77 569 59 444 12 199 33 314 34 254 15 22 81 19 39 233 94 572 68 516
20 24 577 84 13 90 130 40 531 96 588 46 511 43 522 79 201 17 442 52 149 7 237 2 174 11 534 92 1 18 485 72 86 55 98 42 585 37 572 80 376 19 190 20 271 6 313 74 454 73 292
21 24 583 84 173 10 220 44 295 72 350 65 334 32 136 8 404 6 26 93 177 48 50 89 222 55 108 13 499 56 304 34 128 54 271 59 577 20 454 41 106 86 276 22 445 31 228 75 156 69 576
22 24 586 45 490 30 504 73 242 2 228 97 388 55 210 41 377 20 569 49 126 9 6 11 136 27 107 66 154 28 492 62 596 67 106 86 96 61 510 89 514 38 385 1 244 46 293 91 369 78 53
